"","STATE","Year","State Tax per pack in Dollars","Gross Cigarette Tax Revenue in Dollars","Cigarette Consumption (Pack Sales Per Capita) in Pack","Federal and State tax as a Percentage of Retail Price in Percentage","Federal and State Tax per pack in Dollars","Average Cost per pack in Dollars"
"851","KY",1970,0.025,12587000,155.8,36.5,0.11,0.301
"852","KY",1971,0.03,15938000,163.5,35.9,0.11,0.306
"853","KY",1972,0.03,17662000,179.4,35.9,0.11,0.306
"854","KY",1973,0.03,19983000,201.9,34.9,0.11,0.315
"855","KY",1974,0.03,21292000,212.4,33,0.11,0.333
"856","KY",1975,0.03,22457000,223,30.6,0.11,0.36
"857","KY",1976,0.03,23527000,230.9,29.8,0.11,0.369
"858","KY",1977,0.03,23588000,229.4,26.6,0.11,0.414
"859","KY",1978,0.03,23305000,224.7,25.3,0.11,0.434
"860","KY",1979,0.03,22550000,214.9,23.8,0.11,0.463
"861","KY",1980,0.03,22777000,215.3,22.3,0.11,0.494
"862","KY",1981,0.03,23029000,209.7,19.5,0.11,0.563
"863","KY",1982,0.03,23140000,210.6,16.6,0.11,0.664
"864","KY",1983,0.03,22127000,201.1,25.2,0.19,0.754
"865","KY",1984,0.03,20623000,183.2,24,0.19,0.793
"866","KY",1985,0.03,20623000,182.4,22.2,0.19,0.854
"867","KY",1986,0.03,20115000,179.8,21,0.19,0.905
"868","KY",1987,0.03,19445000,171.2,20.2,0.19,0.944
"869","KY",1988,0.03,19591000,173.2,18.3,0.19,1.038
"870","KY",1989,0.03,19426000,171.6,16.4,0.19,1.156
"871","KY",1990,0.03,20658000,182.5,15.8,0.19,1.205
"872","KY",1991,0.03,18847000,170.8,16.9,0.23,1.358
"873","KY",1992,0.03,18538000,167.6,15.8,0.23,1.454
"874","KY",1993,0.03,18542000,167.6,20.3,0.27,1.328
"875","KY",1994,0.03,18858000,170.2,20,0.27,1.348
"876","KY",1995,0.03,19968000,175.3,19.3,0.27,1.398
"877","KY",1996,0.03,20624000,179,18.5,0.27,1.456
"878","KY",1997,0.03,21769000,186.8,17.3,0.27,1.557
"879","KY",1998,0.03,19957000,171.3,15.1,0.27,1.792
"880","KY",1999,0.03,19384000,165.3,11.1,0.27,2.434
"881","KY",2000,0.03,18724000,156.2,14.3,0.37,2.586
"882","KY",2001,0.03,18504000,152.6,12.6,0.37,2.927
"883","KY",2002,0.03,17145000,140.8,14.1,0.42,2.977
"884","KY",2003,0.03,21436000,175.8,13.5,0.42,3.101
"885","KY",2004,0.03,21551000,174.4,14,0.42,3.01
"886","KY",2005,0.3,52020000,181.8,20.9,0.69,3.306
"887","KY",2006,0.3,176326559,145.3,20.8,0.69,3.324
"888","KY",2007,0.3,179100100,141.9,19.9,0.69,3.464
"889","KY",2008,0.3,179456098,141.9,19.8,0.69,3.482
"890","KY",2009,0.6,196124108,126.4,35.2,1.61,4.578
"891","KY",2010,0.6,286428979,110.7,35.1,1.61,4.584
"892","KY",2011,0.6,270015864,103.7,34,1.61,4.736
"893","KY",2012,0.6,262353165,100.1,33.9,1.61,4.752
"894","KY",2013,0.6,245793222,93.5,33.8,1.61,4.759
"895","KY",2014,0.6,234727105,89,33.3,1.61,4.836
"896","KY",2015,0.6,223784402,84.5,33.1,1.61,4.858
"897","KY",2016,0.6,230963773,87,32.1,1.61,5.015
"898","KY",2017,0.6,227949828,85.6,31.1,1.61,5.176
"899","KY",2018,0.6,218118592,81.6,37.2,2.11,5.678
"900","KY",2019,1.1,360354376,73.3,35.9,2.11,5.882
"901","LA",1970,0.08,34727292,115.9,48.3,0.19,0.393
"902","LA",1971,0.11,47468305,119.8,47.5,0.19,0.4
"903","LA",1972,0.11,50729579,125.3,47.6,0.19,0.399
"904","LA",1973,0.11,51867876,126.7,45.7,0.19,0.416
"905","LA",1974,0.11,53786141,129.9,42.9,0.19,0.443
"906","LA",1975,0.11,55323480,133.6,39.5,0.19,0.481
"907","LA",1976,0.11,58209458,139.6,38.9,0.19,0.489
"908","LA",1977,0.11,59157747,140,35.1,0.19,0.542
"909","LA",1978,0.11,61526377,142.7,33.3,0.19,0.571
"910","LA",1979,0.11,61132782,140.1,31.7,0.19,0.6
"911","LA",1980,0.11,63701662,143.8,30.4,0.19,0.626
"912","LA",1981,0.11,66589349,144,27,0.19,0.703
"913","LA",1982,0.11,68168223,143.9,23.5,0.19,0.807
"914","LA",1983,0.11,64132865,133.7,29.8,0.27,0.907
"915","LA",1984,0.11,63388285,128.9,31.1,0.32,1.03
"916","LA",1985,0.16,89977784,125,30.4,0.32,1.051
"917","LA",1986,0.16,86910227,121.2,27.2,0.32,1.178
"918","LA",1987,0.16,84505838,116.5,26.7,0.32,1.204
"919","LA",1988,0.16,79800290,110.9,24.5,0.32,1.307
"920","LA",1989,0.16,73705336,103.6,22.3,0.32,1.434
"921","LA",1990,0.16,72032677,101.5,24.1,0.36,1.496
"922","LA",1991,0.16,87348058,107.2,22.5,0.4,1.781
"923","LA",1992,0.2,91292885,108.5,22.2,0.4,1.805
"924","LA",1993,0.2,89290089,106.2,28,0.44,1.574
"925","LA",1994,0.2,89130616,105.3,28.2,0.44,1.558
"926","LA",1995,0.2,90984645,105.7,26.6,0.44,1.653
"927","LA",1996,0.2,93307155,106.8,26.4,0.44,1.669
"928","LA",1997,0.2,91444720,105.3,23.7,0.44,1.859
"929","LA",1998,0.2,89524589,103.2,21.2,0.44,2.08
"930","LA",1999,0.2,87825340,101,15.6,0.44,2.812
"931","LA",2000,0.2,92298895,104.3,19.7,0.58,2.951
"932","LA",2001,0.24,83853634,83.1,18.6,0.58,3.122
"933","LA",2002,0.24,103986444,97,22.5,0.75,3.332
"934","LA",2003,0.36,117925428,82.9,22,0.75,3.41
"935","LA",2004,0.36,138379626,85.6,22,0.75,3.406
"936","LA",2005,0.36,147663445,91,22,0.75,3.407
"937","LA",2006,0.36,125960220,77.3,21.4,0.75,3.498
"938","LA",2007,0.36,133781330,86.7,20.8,0.75,3.607
"939","LA",2008,0.36,135854712,87.9,20,0.75,3.756
"940","LA",2009,0.36,131009400,82.6,30.4,1.37,4.513
"941","LA",2010,0.36,120075428,74.3,30,1.37,4.561
"942","LA",2011,0.36,128614885,78.8,29.5,1.37,4.642
"943","LA",2012,0.36,118425474,72,29.4,1.37,4.654
"944","LA",2013,0.36,121234140,73.3,29.6,1.37,4.627
"945","LA",2014,0.36,108343080,65.1,29,1.37,4.724
"946","LA",2015,0.36,123468732,73.8,34.3,1.87,5.457
"947","LA",2016,1.08,223492940,55.9,36.5,2.09,5.727
"948","LA",2017,1.08,291204720,57.6,35.8,2.09,5.84
"949","LA",2018,1.08,271025460,53.6,35.4,2.09,5.909
"950","LA",2019,1.08,255857940,50.8,34.4,2.09,6.084
"951","MA",1970,0.12,81570000,124.3,48.8,0.2,0.41
"952","MA",1971,0.16,88880000,121.4,52.2,0.24,0.46
"953","MA",1972,0.16,108629000,117.9,52.2,0.24,0.46
"954","MA",1973,0.16,112178000,121.2,51.8,0.24,0.463
"955","MA",1974,0.16,115663000,124.3,48.6,0.24,0.494
"956","MA",1975,0.16,117057000,126.1,50.5,0.29,0.574
"957","MA",1976,0.21,143083000,116.9,50.6,0.29,0.573
"958","MA",1977,0.21,145006000,118.9,46.9,0.29,0.618
"959","MA",1978,0.21,146357000,120.5,45,0.29,0.645
"960","MA",1979,0.21,143272000,118.2,42.5,0.29,0.682
"961","MA",1980,0.21,146022000,120.5,41,0.29,0.708
"962","MA",1981,0.21,148438000,123.2,37.1,0.29,0.781
"963","MA",1982,0.21,148323000,122.3,32.7,0.29,0.887
"964","MA",1983,0.21,145413000,119.8,41.4,0.42,1.014
"965","MA",1984,0.26,173429000,116,38.8,0.42,1.083
"966","MA",1985,0.26,176875000,117.2,36.5,0.42,1.15
"967","MA",1986,0.26,175333189,115.8,34.9,0.42,1.204
"968","MA",1987,0.26,173006593,113.8,31.8,0.42,1.316
"969","MA",1988,0.26,170898271,111.7,28.3,0.42,1.486
"970","MA",1989,0.26,160319644,104.4,27.5,0.42,1.524
"971","MA",1990,0.26,152641411,99.4,25.7,0.42,1.633
"972","MA",1991,0.26,146858545,93.5,26.2,0.46,1.759
"973","MA",1992,0.26,142123897,90.5,25.5,0.46,1.806
"974","MA",1993,0.26,189891166,84.1,89.3,0.75,1.909
"975","MA",1994,0.51,237547765,77,36.5,0.75,2.056
"976","MA",1995,0.51,236881320,76.9,36.1,0.75,2.076
"977","MA",1996,0.51,230341241,74.6,40.9,1,2.446
"978","MA",1997,0.51,279038430,66.7,38.7,1,2.585
"979","MA",1998,0.76,294234047,63.6,35.4,1,2.822
"980","MA",1999,0.76,280663934,60.4,28.4,1,3.523
"981","MA",2000,0.76,274467097,58.3,28.6,1.1,3.843
"982","MA",2001,0.76,264047565,54.8,27.5,1.1,3.994
"983","MA",2002,0.76,270128197,55.5,39.2,1.9,4.843
"984","MA",2003,1.51,438734517,47.5,36.9,1.9,5.153
"985","MA",2004,1.51,423522384,43.6,37.8,1.9,5.028
"986","MA",2005,1.51,413602137,42.7,37.6,1.9,5.053
"987","MA",2006,1.51,426505842,44.1,38,1.9,5.001
"988","MA",2007,1.51,418448784,43,37,1.9,5.13
"989","MA",2008,1.51,419593968,43.1,45.6,2.9,6.365
"990","MA",2009,2.51,562776156,34.6,48.5,3.52,7.261
"991","MA",2010,2.51,557284758,33.7,47.3,3.52,7.441
"992","MA",2011,2.51,561567069,34.2,46.8,3.52,7.514
"993","MA",2012,2.51,553406808,33.5,46.9,3.52,7.505
"994","MA",2013,2.51,536736894,32.2,52.1,4.52,8.683
"995","MA",2014,3.51,621476706,27.1,51.5,4.52,8.781
"996","MA",2015,3.51,616752630,25.9,50.6,4.52,8.934
"997","MA",2016,3.51,610824240,25.6,49.8,4.52,9.076
"998","MA",2017,3.51,580250385,24.3,48.1,4.52,9.398
"999","MA",2018,3.51,553737951,23,47.1,4.52,9.594
"1000","MA",2019,3.51,516455432,21.3,46.3,4.52,9.754
"1001","MD",1970,0.06,27906000,123.5,40.9,0.14,0.342
"1002","MD",1971,0.06,29936000,126.7,40.8,0.14,0.343
"1003","MD",1972,0.06,31975000,133.2,39.7,0.14,0.353
"1004","MD",1973,0.06,33419000,137.3,39.1,0.14,0.358
"1005","MD",1974,0.06,35351000,144.8,35.4,0.14,0.395
"1006","MD",1975,0.1,38263000,146.1,39.1,0.18,0.461
"1007","MD",1976,0.1,56168000,137.1,36.6,0.18,0.492
"1008","MD",1977,0.1,56233000,135.7,34.5,0.18,0.521
"1009","MD",1978,0.1,55490000,134.1,32,0.18,0.562
"1010","MD",1979,0.1,54636000,131.9,31,0.18,0.581
"1011","MD",1980,0.1,54574000,131.5,33.4,0.21,0.628
"1012","MD",1981,0.13,75154000,137.1,32.1,0.21,0.654
"1013","MD",1982,0.13,72778000,131.3,28,0.21,0.749
"1014","MD",1983,0.13,71076000,128.2,34.4,0.29,0.842
"1015","MD",1984,0.13,68942000,122.5,32.2,0.29,0.901
"1016","MD",1985,0.13,69425000,121.9,31.1,0.29,0.933
"1017","MD",1986,0.13,69874000,121.8,28.9,0.29,1.003
"1018","MD",1987,0.13,68784000,119.3,26.6,0.29,1.092
"1019","MD",1988,0.13,68217000,115,24.1,0.29,1.202
"1020","MD",1989,0.13,66114000,109,22.1,0.29,1.315
"1021","MD",1990,0.13,62332000,102.8,20.5,0.29,1.416
"1022","MD",1991,0.13,62625000,97.6,22.6,0.36,1.591
"1023","MD",1992,0.16,84839000,91.7,28.9,0.56,1.937
"1024","MD",1993,0.36,141618000,82.6,34.6,0.6,1.733
"1025","MD",1994,0.36,141772000,80.8,34,0.6,1.763
"1026","MD",1995,0.36,138113000,77.1,33.7,0.6,1.778
"1027","MD",1996,0.36,135900000,75,31.5,0.6,1.907
"1028","MD",1997,0.36,131813000,72.7,30.4,0.6,1.973
"1029","MD",1998,0.36,130039000,72,27.3,0.6,2.195
"1030","MD",1999,0.36,131338000,71.4,28.6,0.9,3.152
"1031","MD",2000,0.66,200760000,57.7,29,1,3.449
"1032","MD",2001,0.66,203187501,58.1,27,1,3.697
"1033","MD",2002,1,206237280,56,34.7,1.39,4.009
"1034","MD",2003,1,266061000,49.5,33.9,1.39,4.105
"1035","MD",2004,1,269259150,48.9,34.6,1.39,4.022
"1036","MD",2005,1,271053900,48.7,34.9,1.39,3.981
"1037","MD",2006,1,274107190,48.9,33.8,1.39,4.11
"1038","MD",2007,1,271026450,48.3,32.5,1.39,4.279
"1039","MD",2008,2,343692000,43.3,43.3,2.39,5.526
"1040","MD",2009,2,399318000,35.4,48.4,3.01,6.215
"1041","MD",2010,2,399213000,35,48.1,3.01,6.252
"1042","MD",2011,2,399135000,34.6,47.9,3.01,6.288
"1043","MD",2012,2,401550000,34.4,47.3,3.01,6.362
"1044","MD",2013,2,382443200,32.6,47.2,3.01,6.383
"1045","MD",2014,2,374270210,31.6,46.5,3.01,6.47
"1046","MD",2015,2,361924389,30.4,45.9,3.01,6.556
"1047","MD",2016,2,364461221,30.4,44.8,3.01,6.719
"1048","MD",2017,2,349725701,29.2,43.8,3.01,6.873
"1049","MD",2018,2,334523847,27.6,43.5,3.01,6.912
"1050","MD",2019,2,318978500,26.4,41.5,3.01,7.256
"1051","ME",1970,0.12,15081000,128.5,51.5,0.2,0.388
"1052","ME",1971,0.12,15898000,133.2,53,0.22,0.415
"1053","ME",1972,0.14,19165000,136.5,53.7,0.22,0.41
"1054","ME",1973,0.14,19885000,138,52.6,0.22,0.418
"1055","ME",1974,0.14,20452000,142.1,51.4,0.24,0.467
"1056","ME",1975,0.16,23565000,140.7,48.1,0.24,0.499
"1057","ME",1976,0.16,24549000,144.9,47.2,0.24,0.509
"1058","ME",1977,0.16,24919000,145.6,43.6,0.24,0.55
"1059","ME",1978,0.16,24988000,143.9,44,0.24,0.545
"1060","ME",1979,0.16,24172000,138.5,40.7,0.24,0.59
"1061","ME",1980,0.16,24785000,141.2,38.2,0.24,0.629
"1062","ME",1981,0.16,2.5e+07,138.9,34.4,0.24,0.697
"1063","ME",1982,0.16,25293000,139.5,29.7,0.24,0.808
"1064","ME",1983,0.16,24601000,135.4,38.4,0.36,0.937
"1065","ME",1984,0.2,29456000,135.5,36.7,0.36,0.981
"1066","ME",1985,0.2,29800000,127.9,39,0.44,1.127
"1067","ME",1986,0.28,38662000,119,36.3,0.44,1.212
"1068","ME",1987,0.28,41130387,125,34.1,0.44,1.29
"1069","ME",1988,0.28,41714596,125,30.5,0.44,1.444
"1070","ME",1989,0.28,41291405,122.4,29.4,0.47,1.601
"1071","ME",1990,0.28,42774077,117.5,29.6,0.47,1.589
"1072","ME",1991,0.31,43462016,116.1,30.4,0.57,1.877
"1073","ME",1992,0.33,52528000,114.7,29.6,0.57,1.926
"1074","ME",1993,0.37,49479000,108.5,34.2,0.61,1.783
"1075","ME",1994,0.37,46856957,101.6,33,0.61,1.849
"1076","ME",1995,0.37,46954000,102.3,32.6,0.61,1.869
"1077","ME",1996,0.37,45978750,100,32.1,0.61,1.902
"1078","ME",1997,0.37,46346009,101.1,44.6,0.98,2.196
"1079","ME",1998,0.37,73514213,94.5,36.6,0.98,2.678
"1080","ME",1999,0.74,78584602,85.5,29.7,0.98,3.305
"1081","ME",2000,0.74,77234890,82.9,30.6,1.08,3.532
"1082","ME",2001,0.74,76330900,81.2,34.1,1.34,3.926
"1083","ME",2002,1,95006000,79.6,33.3,1.39,4.176
"1084","ME",2003,1,95971968,74.6,32.5,1.39,4.281
"1085","ME",2004,1,94505938,72.4,34.3,1.39,4.057
"1086","ME",2005,1,94023930,71.5,45.8,2.39,5.213
"1087","ME",2006,2,153015000,64.8,45.3,2.39,5.28
"1088","ME",2007,2,154736684,58.5,43.3,2.39,5.521
"1089","ME",2008,2,145430452,55.2,42.6,2.39,5.61
"1090","ME",2009,2,139173005,52.3,48.2,3.01,6.241
"1091","ME",2010,2,139402925,53,46.6,3.01,6.464
"1092","ME",2011,2,135831050,51.1,46.3,3.01,6.501
"1093","ME",2012,2,131373120,48.9,47.1,3.01,6.391
"1094","ME",2013,2,128879094,48.5,46.7,3.01,6.452
"1095","ME",2014,2,125859707,47.4,46.1,3.01,6.529
"1096","ME",2015,2,125881350,46.9,45.1,3.01,6.669
"1097","ME",2016,2,130842496,48.9,44.2,3.01,6.807
"1098","ME",2017,2,132100000,49.6,42.6,3.01,7.066
"1099","ME",2018,2,121342286,45.4,42.3,3.01,7.111
"1100","ME",2019,2,114109159,42.6,41.5,3.01,7.256
"1101","MI",1970,0.11,85396000,128.6,48.5,0.19,0.392
"1102","MI",1971,0.11,123495000,126.1,47.5,0.19,0.4
"1103","MI",1972,0.11,130016000,131.4,47.3,0.19,0.402
"1104","MI",1973,0.11,133604000,133.7,46.2,0.19,0.411
"1105","MI",1974,0.11,138116000,138.8,42.8,0.19,0.444
"1106","MI",1975,0.11,136929000,136.8,39.7,0.19,0.479
"1107","MI",1976,0.11,139015000,138,39.3,0.19,0.483
"1108","MI",1977,0.11,140488000,140.3,35.2,0.19,0.54
"1109","MI",1978,0.11,142424000,141.8,33.2,0.19,0.572
"1110","MI",1979,0.11,142421000,140.9,31.5,0.19,0.603
"1111","MI",1980,0.11,142473000,140.7,30.7,0.19,0.618
"1112","MI",1981,0.11,142017000,139.5,27.9,0.19,0.68
"1113","MI",1982,0.21,147003000,137.3,33.1,0.29,0.877
"1114","MI",1983,0.21,245417000,128.3,38.1,0.37,0.97
"1115","MI",1984,0.21,245818000,128.2,36.5,0.37,1.014
"1116","MI",1985,0.21,243993000,126.6,34.9,0.37,1.06
"1117","MI",1986,0.21,241805000,126.5,33.2,0.37,1.114
"1118","MI",1987,0.21,236118000,122.1,30.3,0.37,1.222
"1119","MI",1988,0.25,252492000,121.1,30.8,0.41,1.33
"1120","MI",1989,0.25,272167000,116.6,28.5,0.41,1.439
"1121","MI",1990,0.25,267058000,114.4,28.3,0.41,1.449
"1122","MI",1991,0.25,257166000,110.3,25.5,0.45,1.767
"1123","MI",1992,0.25,251217000,107.6,24.4,0.45,1.846
"1124","MI",1993,0.25,246198000,106.5,30,0.49,1.634
"1125","MI",1994,0.25,277844000,112.9,44.1,0.99,2.243
"1126","MI",1995,0.75,590693000,82.8,43.2,0.99,2.293
"1127","MI",1996,0.75,592743600,82.9,42.3,0.99,2.338
"1128","MI",1997,0.75,545932880,75.6,40.7,0.99,2.43
"1129","MI",1998,0.75,530765000,73.7,37.9,0.99,2.613
"1130","MI",1999,0.75,604717910,81.7,29.7,0.99,3.338
"1131","MI",2000,0.75,601779870,83.7,31.5,1.09,3.455
"1132","MI",2001,0.75,590401079,79.2,28.7,1.09,3.793
"1133","MI",2002,0.75,584605129,78.1,37.7,1.64,4.345
"1134","MI",2003,1.25,828678247,72.3,37.8,1.64,4.334
"1135","MI",2004,1.25,863990100,68.5,47,2.39,5.087
"1136","MI",2005,2,1106720107,57.9,46.9,2.39,5.1
"1137","MI",2006,2,1143259559,56.5,45.2,2.39,5.293
"1138","MI",2007,2,1111162536,55,44.7,2.39,5.35
"1139","MI",2008,2,1055969027,52.4,44.2,2.39,5.413
"1140","MI",2009,2,1011635371,50.6,49,3.01,6.139
"1141","MI",2010,2,972127950,48.8,48.5,3.01,6.21
"1142","MI",2011,2,916872910,46.4,47.5,3.01,6.335
"1143","MI",2012,2,922370520,46.7,47.1,3.01,6.386
"1144","MI",2013,2,896272083,45.4,45.9,3.01,6.562
"1145","MI",2014,2,879665787,44.5,46.4,3.01,6.492
"1146","MI",2015,2,881432929,44.5,45.1,3.01,6.673
"1147","MI",2016,2,890658898,44.9,45,3.01,6.689
"1148","MI",2017,2,882046000,44.4,44.8,3.01,6.717
"1149","MI",2018,2,847193364,42.5,44.6,3.01,6.751
"1150","MI",2019,2,824738945,41.3,42.5,3.01,7.088
"1151","MN",1970,0.13,50168632,104.3,52.4,0.21,0.401
"1152","MN",1971,0.13,57865633,116.4,57.5,0.26,0.452
"1153","MN",1972,0.18,61451715,96.8,57,0.26,0.456
"1154","MN",1973,0.18,74855664,106.8,55.3,0.26,0.47
"1155","MN",1974,0.18,77610293,110.6,52.6,0.26,0.494
"1156","MN",1975,0.18,78648180,111.5,49.9,0.26,0.521
"1157","MN",1976,0.18,82524137,116.7,49,0.26,0.531
"1158","MN",1977,0.18,83667105,117.2,44.9,0.26,0.579
"1159","MN",1978,0.18,85171636,118.9,42.7,0.26,0.609
"1160","MN",1979,0.18,85350189,118.3,41.3,0.26,0.63
"1161","MN",1980,0.18,86084277,117.7,39.5,0.26,0.658
"1162","MN",1981,0.18,88626729,120.8,36.3,0.26,0.717
"1163","MN",1982,0.18,87997454,119.4,29.8,0.26,0.873
"1164","MN",1983,0.18,84999048,113.2,34.3,0.34,0.992
"1165","MN",1984,0.18,83117876,110.8,33.5,0.34,1.015
"1166","MN",1985,0.18,85266384,113,33.5,0.39,1.163
"1167","MN",1986,0.23,101057348,104.8,32.5,0.39,1.201
"1168","MN",1987,0.38,113132806,108.8,38,0.54,1.417
"1169","MN",1988,0.38,153560009,94.1,35.4,0.54,1.525
"1170","MN",1989,0.38,155765128,92.3,83.8,0.54,1.623
"1171","MN",1990,0.38,149613038,90.7,31.1,0.54,1.739
"1172","MN",1991,0.38,146789836,86.2,31.9,0.63,1.977
"1173","MN",1992,0.43,159104810,83.8,31.5,0.68,2.156
"1174","MN",1993,0.43,174012701,81.6,36.7,0.72,1.961
"1175","MN",1994,0.48,173787772,83.4,35.6,0.72,2.022
"1176","MN",1995,0.48,179311537,84.1,34.5,0.72,2.086
"1177","MN",1996,0.48,177531265,81.7,33.2,0.72,2.168
"1178","MN",1997,0.48,180639655,84.1,32.7,0.72,2.2
"1179","MN",1998,0.48,184434120,83.2,31.7,0.72,2.274
"1180","MN",1999,0.48,181654621,80.7,23.7,0.72,3.036
"1181","MN",2000,0.48,177261843,76,25.7,0.82,3.188
"1182","MN",2001,0.48,176417568,74.2,23.6,0.82,3.476
"1183","MN",2002,0.48,169427723,71,24.7,0.87,3.523
"1184","MN",2003,0.48,171131889,71.7,25.4,0.87,3.429
"1185","MN",2004,0.48,177195124,73,24.8,0.87,3.515
"1186","MN",2005,0.48,160653128,65.7,42,1.875,4.467
"1187","MN",2006,1.485,390965068,55.6,41,1.883,4.589
"1188","MN",2007,1.493,408644067,53,40.8,1.883,4.61
"1189","MN",2008,1.493,394520391,50.9,39.1,1.883,4.814
"1190","MN",2009,1.56,382044989,48.7,44.3,2.514,5.671
"1191","MN",2010,1.56,380217228,46.5,44.8,2.59,5.785
"1192","MN",2011,1.576,430295481,51.5,43.9,2.596,5.907
"1193","MN",2012,1.6,322516525,37.9,44.9,2.61,5.809
"1194","MN",2013,1.6,372223925,43.1,56.9,4.333,7.616
"1195","MN",2014,3.342,566700869,31.4,55.7,4.352,7.814
"1196","MN",2015,3.426,556668455,30.2,56,4.436,7.92
"1197","MN",2016,3.543,566961694,29.8,54.7,4.553,8.318
"1198","MN",2017,3.59,556792999,28.3,53.1,4.6,8.661
"1199","MN",2018,3.614,525536700,26.2,51.8,4.624,8.931
"1200","MN",2019,3.628,499434097,24.6,50.8,4.638,9.128
"1201","MO",1970,0.09,50999000,121.3,46.2,0.17,0.368
"1202","MO",1971,0.09,54050000,127.6,45.1,0.17,0.377
"1203","MO",1972,0.09,55576000,130,45.1,0.17,0.377
"1204","MO",1973,0.09,56509000,132.1,44.7,0.17,0.38
"1205","MO",1974,0.09,57975000,135.4,39.1,0.17,0.435
"1206","MO",1975,0.09,58307000,135.6,38,0.17,0.447
"1207","MO",1976,0.09,59808000,139.5,37,0.17,0.459
"1208","MO",1977,0.09,60568000,140.8,34.1,0.17,0.499
"1209","MO",1978,0.09,61263000,141.8,32.6,0.17,0.522
"1210","MO",1979,0.09,61335000,140.2,29.7,0.17,0.573
"1211","MO",1980,0.09,62263000,142.1,28.4,0.17,0.599
"1212","MO",1981,0.09,62180000,140.5,26.3,0.17,0.647
"1213","MO",1982,0.09,62122000,139.7,28.1,0.21,0.748
"1214","MO",1983,0.13,80704000,134.1,34.2,0.29,0.848
"1215","MO",1984,0.13,84351000,130,30.9,0.29,0.937
"1216","MO",1985,0.13,84761000,129.2,28.5,0.29,1.019
"1217","MO",1986,0.13,84312000,128.8,26.7,0.29,1.085
"1218","MO",1987,0.13,85255000,128.7,25.2,0.29,1.146
"1219","MO",1988,0.13,85700000,127.4,24.4,0.29,1.189
"1220","MO",1989,0.13,83125000,122.8,22.4,0.29,1.291
"1221","MO",1990,0.13,80659000,119.1,21.9,0.29,1.325
"1222","MO",1991,0.13,80391000,119.9,21.6,0.33,1.531
"1223","MO",1992,0.13,82066000,122.3,20.9,0.33,1.576
"1224","MO",1993,0.13,81556000,121.6,27.9,0.41,1.468
"1225","MO",1994,0.13,98702660,119.4,27.3,0.41,1.503
"1226","MO",1995,0.17,111081810,124,25.7,0.41,1.598
"1227","MO",1996,0.17,112491631,124.1,25.1,0.41,1.634
"1228","MO",1997,0.17,112929932,120.6,23.6,0.41,1.738
"1229","MO",1998,0.17,109373292,120.1,20.8,0.41,1.97
"1230","MO",1999,0.17,105596780,118,15.8,0.41,2.588
"1231","MO",2000,0.17,107168770,113.8,18.1,0.51,2.822
"1232","MO",2001,0.17,102503359,107.8,16.8,0.51,3.04
"1233","MO",2002,0.17,94890000,99.2,18.2,0.56,3.081
"1234","MO",2003,0.17,105034591,106.4,17.7,0.56,3.161
"1235","MO",2004,0.17,100046926,105,18.1,0.56,3.088
"1236","MO",2005,0.17,101284476,103.4,17.6,0.56,3.186
"1237","MO",2006,0.17,102961983,105.1,17.2,0.56,3.251
"1238","MO",2007,0.17,99969195,100.6,16.7,0.56,3.358
"1239","MO",2008,0.17,100064900,100.1,16.4,0.56,3.417
"1240","MO",2009,0.17,97731135,97.2,29.2,1.18,4.036
"1241","MO",2010,0.17,93970942,92.3,28.7,1.18,4.106
"1242","MO",2011,0.17,92748361,91.1,27.4,1.18,4.299
"1243","MO",2012,0.17,91349531,89.4,27.8,1.18,4.239
"1244","MO",2013,0.17,89523695,87.4,26.9,1.18,4.387
"1245","MO",2014,0.17,84847006,82.6,25.9,1.18,4.553
"1246","MO",2015,0.17,84273554,81.8,26,1.18,4.532
"1247","MO",2016,0.17,86274201,83.4,25.6,1.18,4.615
"1248","MO",2017,0.17,82344100,79.5,24.5,1.18,4.819
"1249","MO",2018,0.17,78287803,75.3,23.8,1.18,4.956
"1250","MO",2019,0.17,75182712,72.2,22.7,1.18,5.208
"1251","MS",1970,0.09,19844033,93.4,45.3,0.17,0.375
"1252","MS",1971,0.09,21021142,105.4,45.5,0.17,0.374
"1253","MS",1972,0.09,22467168,112.1,45.6,0.17,0.373
"1254","MS",1973,0.09,23431124,115,45.9,0.19,0.414
"1255","MS",1974,0.11,29390709,117.1,44.2,0.19,0.43
"1256","MS",1975,0.11,29870336,116.8,41,0.19,0.464
"1257","MS",1976,0.11,31194721,120.9,38.9,0.19,0.488
"1258","MS",1977,0.11,31606577,122.1,35.4,0.19,0.536
"1259","MS",1978,0.11,32819570,124.9,33.6,0.19,0.565
"1260","MS",1979,0.11,32770862,123.9,31.8,0.19,0.597
"1261","MS",1980,0.11,33608855,127,30.2,0.19,0.63
"1262","MS",1981,0.11,34741994,125.3,27.5,0.19,0.692
"1263","MS",1982,0.11,35020184,125.8,24.2,0.19,0.786
"1264","MS",1983,0.11,34308215,122.3,30.3,0.27,0.89
"1265","MS",1984,0.11,33262141,116.4,28,0.27,0.984
"1266","MS",1985,0.18,35093776,115.3,32.1,0.34,1.06
"1267","MS",1986,0.18,54070578,113.2,29.4,0.34,1.158
"1268","MS",1987,0.18,52452861,110,27.6,0.34,1.226
"1269","MS",1988,0.18,52497860,109,27,0.34,1.258
"1270","MS",1989,0.18,51984251,108.3,24.3,0.34,1.399
